#        TCE       KIC PN       Period        Epoch        MES     Depth Duration  Rplanet   Rstar Tstar  logg          a RadRatio a/Rstar      SNR       Srad
#                               (Days)       (BKJD)                (ppm)  (Hours) (Rearth)  (Rsun)   (K) (cgs)       (AU)                             (Searth)
#          1         2  3            4            5          6         7        8        9      10    11    12         13      14       15       16         17
006357795-01 006357795 01   6.25893153 134.43527216     8.2570      41.6  22.9728    2.013   2.842  7585 3.778    0.08037 0.006492    1.57      8.9   3707.938
006357902-01 006357902 01 400.98764575 331.00641686    20.3481     403.5   4.2952    1.429   0.603  4209 4.648    0.89261 0.021719  380.16      8.0      0.128
006357958-01 006357958 01   1.61153519 132.39727911     8.8528      25.4   5.7290    1.055   2.044  7187 4.040    0.03193 0.004730    2.12      7.7   9796.835
006358095-01 006358095 01 295.39380447 418.95981099     8.7480     418.4  13.3974    2.220   0.995  6045 4.414    0.84953 0.020445  113.83      8.6      1.641
006358396-01 006358396 01 376.41148903 341.49544557     7.2261     317.4  22.7842    2.230   1.009  6263 4.460    1.04408 0.020254   47.28      7.0      1.287
006358478-01 006358478 01 561.02258062 137.54683137     9.3642     995.0  11.6109    3.477   0.952  6075 4.495    1.34620 0.033466  200.78      8.6      0.610
006359580-01 006359580 01 359.11210304 165.60796920     9.0927    1102.1  16.7376    3.725   0.926  5729 4.449    0.94753 0.036860   78.90      9.0      0.922
006359725-01 006359725 01 538.00558588 420.83138998     7.7282     227.9  17.2396    3.648   2.205  6060 3.858    1.40549 0.015160  156.08      7.8      2.974
006359802-01 006359802 01  14.15310130 143.85559301    42.2050     348.1   2.9928    1.293   0.661  4352 4.610    0.09917 0.017930   28.18      4.7     14.277
006359802-02 006359802 02  14.15379099 144.28287187    36.1086   11002.6   1.5000    6.671   0.661  4352 4.610    0.09918 0.092492   78.42     -1.0     14.276
006359820-01 006359820 01 364.33503436 169.45996500     8.5745     727.4  24.2791    3.243   0.956  6029 4.494    1.01159 0.031086   45.85      7.8      1.057
006359888-01 006359888 01 504.95275182 374.02117584     7.9715    1070.7  25.1781    2.936   0.759  5249 4.589    1.15974 0.035448   83.53      8.7      0.291
006359888-02 006359888 02 617.67238677 162.84403236     8.8616    1319.4   5.2913    2.932   0.759  5249 4.589    1.32647 0.035399  687.65      9.6      0.223
006359893-01 006359893 01 376.79662005 134.97905802     8.4889    2340.0  41.3860    9.462   1.052  6215 4.440    1.05790 0.082425   28.83      9.5      1.322
006362386-01 006362386 01   2.29616495 132.92406303    70.9638    5210.1   7.8068   22.125   1.724  7201 4.138    0.03891 0.117604    1.53    495.4   4729.548
006362386-02 006362386 02 237.79244221 311.20706989    16.0818     576.4   3.0000    4.195   1.724  7201 4.138    0.85807 0.022301  616.07     -1.0      9.725
006362874-01 006362874 01   0.97482919 131.90942771    10.6488      13.6   8.3893    0.323   0.832  5487 4.563    0.01874 0.003561    1.07     10.3   1601.075
006363900-01 006363900 01   0.60589519 131.71702596     7.6016      21.1   1.4785    0.768   1.415  6366 4.205    0.01477 0.004972    1.65      9.6  13500.044
006365156-01 006365156 01  10.21400261 139.74087321    10.3256      51.5  10.5039    1.127   1.332  5843 4.250    0.09657 0.007751    3.64     13.1    198.692
006366501-01 006366501 01   1.20804961 131.69809625    12.7231      17.4   5.7127    1.080   1.915  6722 4.059    0.02560 0.005170    1.04      7.2  10238.143
006366501-02 006366501 02   1.20835809 131.80330643     9.8729      42.2   5.4169    1.266   1.915  6722 4.059    0.02560 0.006059    1.74     11.9  10234.659
006366501-03 006366501 03  18.65766057 134.62957943     9.8664      96.6   7.4433    2.134   1.915  6722 4.059    0.15875 0.010211   10.27      7.2    266.190
006366501-04 006366501 04  36.58955498 142.56914367     8.6903     272.9   2.1051    3.287   1.915  6722 4.059    0.24872 0.015731  115.05     10.1    108.440
006366501-05 006366501 05  91.90583557 144.08504923     8.3365     313.6   2.4005    3.449   1.915  6722 4.059    0.45959 0.016504  283.03      9.0     31.760
006366512-01 006366512 01   0.58646748 131.63043976     9.5941      20.3   2.0499    0.919   1.751  6980 4.128    0.01571 0.004810    1.35      8.0  26435.136
006366512-02 006366512 02   0.87734641 131.79358954     7.7610      27.0   4.9620    0.922   1.751  6980 4.128    0.02054 0.004824    1.48      4.6  15450.599
006366512-03 006366512 03  60.36462540 155.91349844    10.5748     533.9   8.2046    4.382   1.751  6980 4.128    0.34494 0.022932   39.48      6.0     54.802
006366512-04 006366512 04  39.49850186 156.83276237     8.5322     883.2   5.2066    7.714   1.751  6980 4.128    0.25998 0.040372   19.97      8.2     96.472
006366512-05 006366512 05  50.76539412 148.38345502     8.4173     657.1   2.5482    5.310   1.751  6980 4.128    0.30733 0.027791   70.16      4.8     69.037
006366512-06 006366512 06  78.38969876 178.63065588     8.1409     498.3   8.9884    4.748   1.751  6980 4.128    0.41058 0.024847   26.72      5.6     38.681
006366617-01 006366617 01   0.68341287 132.14673842    12.5787      25.9   1.7722    1.855   3.134  7537 3.774    0.01954 0.005423    1.62     10.8  74389.254
006366617-02 006366617 02   0.68341894 131.91734351     9.7451      22.3   2.4694    1.717   3.134  7537 3.774    0.01954 0.005022    1.33      9.6  74388.373
006367172-01 006367172 01 527.33652241 344.03061648     7.5275     190.9   5.7332    2.209   1.436  5792 4.029    1.18812 0.014094  425.99      7.8      1.473
006367260-01 006367260 01   0.83151993 131.81456517    12.4682      14.4   0.5550    1.515   3.849  7575 3.570    0.02184 0.003606   11.49      4.2  91655.800
006367628-01 006367628 01   3.77982637 132.20209774    69.8023    3656.0   1.8501    4.406   0.716  5328 4.571    0.04210 0.056389   14.80     99.7    208.832
006367628-02 006367628 02   3.77964508 131.72895179    62.5228     426.0   7.5000    1.458   0.716  5328 4.571    0.04210 0.018659    3.95     -1.0    208.846
006367628-03 006367628 03   3.77979318 133.52726578    42.9726    8630.3  10.8725   12.142   0.716  5328 4.571    0.04210 0.155406    1.86     70.4    208.835
006368222-01 006368222 01   3.56290616 132.68692980     9.3897      52.9  19.6990    1.429   1.692  7409 4.152    0.05206 0.007740    1.14      7.6   2851.853
006368222-02 006368222 02 139.39003961 248.38922237    19.9188     215.0   7.1473    2.919   1.692  7409 4.152    0.59995 0.015808   66.86      4.7     21.473
006368222-03 006368222 03 172.46453885 148.20117703    14.1538     828.0  21.2478    6.165   1.692  7409 4.152    0.69146 0.033391   23.12     11.3     16.166
006369539-01 006369539 01   0.77386688 132.37018780    11.0298       2.0   5.6208    0.260   1.820  7777 4.168    0.01999 0.001309    1.21      5.2  27162.432
006369539-02 006369539 02  20.33954228 150.22638720    17.4076      38.5   1.3080    1.152   1.820  7777 4.168    0.17673 0.005802  117.85      5.8    347.591
006370531-01 006370531 01 381.89535806 238.30770364     9.7781      88.8  15.8273    2.043   1.980  7085 4.064    1.21928 0.009454  117.92      9.4      5.953
006370558-01 006370558 01  60.31772462 182.28021823    36.7406     292.1  36.3663    6.636   1.977  6526 4.017    0.34329 0.030759    3.32     47.5     53.896
006372268-01 006372268 01   5.22013931 133.69051685    59.0087    1298.5   3.9467    3.844   0.544  4014 4.707    0.04826 0.064757    3.83     55.7     29.559
006372320-01 006372320 01   0.83583883 131.60067610    12.8443      26.0   5.1236    1.070   2.044  7939 4.080    0.02125 0.004796    1.35     10.6  32919.111
006372546-01 006372546 01 286.76009684 252.01975792     8.4306     169.6  11.3592    1.290   0.889  5823 4.523    0.84006 0.013298  117.29      5.8      1.154
006372633-01 006372633 01   1.05311066 131.72182779    11.0246       2.8   3.5682    0.276   1.578  7154 4.133    0.02173 0.001605    2.08      8.0  12374.550
006372633-02 006372633 02   1.05308892 132.41318371     8.7211       0.3   8.3119    0.099   1.578  7154 4.133    0.02173 0.000573    1.09      1.3  12374.891
006373066-01 006373066 01 332.15416780 331.12040803     7.3017    1629.2   3.8162    3.033   0.652  4382 4.616    0.80926 0.042626  418.98      7.8      0.214
006374004-01 006374004 01   3.98132581 134.68370220     7.2213      14.7  26.1994    0.599   1.493  6185 4.100    0.04956 0.003678    1.21      6.1   1190.116
006374063-01 006374063 01   2.11566858 131.69146614    10.4634      55.5   1.8657    1.417   1.623  6344 4.142    0.03550 0.008003    4.11     11.2   3033.630
006374063-02 006374063 02   2.11563296 131.67715045    11.0285      53.2   5.7125    1.329   1.623  6344 4.142    0.03550 0.007504    1.84      5.7   3033.698
006380217-01 006380217 01   0.83648702 132.09608346     9.2420      19.9   1.3517    1.455   3.036  7112 3.672    0.02024 0.004391    3.53      8.7  51576.307
006380544-01 006380544 01   1.94845064 131.81045426    16.1427       8.3   5.6085    0.979   3.321  9631 3.828    0.04256 0.002702    2.72     15.7  46936.055
006380544-02 006380544 02 379.81901327 361.25913126     8.1591      42.6  15.0000    2.218   3.321  9631 3.828    1.43085 0.006122  193.66     -1.0     41.526
006380589-01 006380589 01   1.02220843 132.28100502     8.8915      34.2   4.1329    0.528   0.916  5649 4.504    0.01971 0.005283    1.99      8.8   1970.872
006380589-02 006380589 02   1.02212828 131.80504026    10.3829      33.1   4.3410    0.535   0.916  5649 4.504    0.01971 0.005350    1.74      9.2   1971.078
006380593-01 006380593 01   0.51107056 131.77673546     8.1992      11.9   5.4160    0.717   2.001  6643 3.893    0.01308 0.003286    1.02     11.7  40851.524
006380750-01 006380750 01   1.02217016 132.28948519     9.2982      18.2   5.4480    0.453   1.023  6203 4.448    0.02032 0.004056    1.42      7.8   3361.406
006380765-01 006380765 01   1.02215693 131.78602378     8.7519      30.6   7.7940    0.437   0.740  4776 4.558    0.01782 0.005412    1.11      8.1    804.049
006380765-02 006380765 02   4.42043083 135.67314641    13.0663     295.8   3.9207    1.484   0.740  4776 4.558    0.04730 0.018374    4.92     13.3    114.118
006380765-03 006380765 03   7.07561908 135.36199916    14.4374     641.9   0.9253    2.337   0.740  4776 4.558    0.06472 0.028943   29.20     15.0     60.947
006380765-04 006380765 04   6.28808258 133.69840650    15.4956    1003.0   0.5988    2.426   0.740  4776 4.558    0.05982 0.030041   75.86     14.4     71.332
006380765-05 006380765 05   8.36987169 139.54779616    16.6502    1072.1   0.8732    2.371   0.740  4776 4.558    0.07239 0.029360   75.37     18.7     48.717
006381128-01 006381128 01   0.61282855 131.53578150    13.7921      57.2   1.7577    1.857   2.100  7730 4.045    0.01713 0.008105    1.49     14.3  48080.968
006381128-02 006381128 02   0.61283766 131.83240605    11.6169      52.7   1.1367    1.774   2.100  7730 4.045    0.01713 0.007741    2.09     12.2  48080.015
006381128-03 006381128 03   1.42449237 132.89393180     9.5655      93.1   4.6841    2.775   2.100  7730 4.045    0.03006 0.012110    1.11     11.3  15615.109
006381128-04 006381128 04   0.61283183 131.99800231    10.0365      59.9   0.9951    1.754   2.100  7730 4.045    0.01713 0.007653    3.51     11.1  48080.624
006381128-05 006381128 05  11.17404748 132.20573486     7.6772     139.3   4.5000    2.516   2.100  7730 4.045    0.11866 0.010979   19.09     -1.0   1001.870
006381309-01 006381309 01   2.08812858 133.73090242     8.7599      32.6  11.6077    2.500   3.020  6502 3.656    0.03666 0.007587    1.03      7.7  10866.187
006381309-02 006381309 02  83.91679127 165.98547827     9.8705     253.6  10.1157    5.191   3.020  6502 3.656    0.43013 0.015751   44.67      9.9     78.938
006381309-03 006381309 03  96.22585072 171.51203536     8.8961     244.0  11.2743    5.330   3.020  6502 3.656    0.47123 0.016175   36.27      7.7     65.771
006381309-04 006381309 04  88.64113135 162.14120272     8.4238     198.4   7.5174    4.875   3.020  6502 3.656    0.44613 0.014791   46.38      8.4     73.379
006381309-05 006381309 05 197.37983355 239.06687571     8.3975     287.7   3.2284    5.926   3.020  6502 3.656    0.76074 0.017982  233.14      8.7     25.236
006381309-06 006381309 06  36.95641906 161.86054995     7.9908     116.6   7.6259    3.585   3.020  6502 3.656    0.24898 0.010877   23.48      6.7    235.596
006381309-07 006381309 07 148.71422255 202.08998650     8.7849     307.1  12.5823    7.024   3.020  6502 3.656    0.62990 0.021314   26.29      8.3     36.809
006381309-08 006381309 08  44.13686616 172.11541765     7.5519     101.9  13.9335    3.490   3.020  6502 3.656    0.28027 0.010590   12.35      6.4    185.931
006381309-09 006381309 09  76.06114456 172.37948390     7.4999     205.6   4.5194    5.048   3.020  6502 3.656    0.40285 0.015319   60.83      7.6     89.992
006381309-10 006381309 10 112.15318412 206.44678132     8.2370     199.5   7.1218    4.490   3.020  6502 3.656    0.52189 0.013625   96.21      7.6     53.621
006381517-01 006381517 01   1.03024468 131.59880264    13.6777      40.6   4.3285    1.271   1.698  7435 4.177    0.02326 0.006858    1.21     11.0  14590.030
006381517-02 006381517 02 398.01261264 254.55847404     9.4111    2240.2  18.7440   14.538   1.698  7435 4.177    1.23382 0.078460   65.52      7.1      5.185
006381846-01 006381846 01   4.16684129 131.82929749    17.5079      62.1   0.7082    0.792   0.943  5456 4.450    0.04919 0.007701   35.76      2.7    291.736
006381846-02 006381846 02   4.16692092 132.37624583    16.9660     202.7   5.2324    1.608   0.943  5456 4.450    0.04919 0.015626    3.05     17.1    291.729
006381846-03 006381846 03  11.46337308 137.13241083    12.1329     181.5  10.2594    1.431   0.943  5456 4.450    0.09659 0.013906    5.18     10.6     75.680
006382808-01 006382808 01 388.01461403 463.02874635    17.5623      25.5   2.7261   30.676  48.692  4025 1.325    1.27321 0.005773  503.78      2.4    343.926
006382916-01 006382916 01   0.61411044 131.65696628    24.5497    1393.5   1.7320    6.326   1.621  6548 4.146    0.01560 0.035762    2.46     21.9  17790.538
006382916-02 006382916 02   0.61412226 131.95161893    19.5847     222.6   1.5000    2.439   1.621  6548 4.146    0.01560 0.013790    3.21     -1.0  17790.081
006383595-01 006383595 01   0.91077302 132.40324542     8.8230       5.3  10.0031    1.054   4.275  6606 3.443    0.02257 0.002260    1.01      3.9  61196.394
006383785-01 006383785 01   5.64075833 132.42230432    27.3551      87.6  20.5973    1.276   1.216  5794 4.282    0.06269 0.009616    1.52     14.3    379.881
006384975-01 006384975 01 156.92317725 161.33278974     8.5419      45.4   2.3725   72.879 116.079  3726 0.757    0.80351 0.005754  500.96      4.3   3604.005
006385010-01 006385010 01 554.97167238 462.54698072    10.5684     164.2  17.6436    1.550   1.133  6026 4.372    1.36573 0.012536  176.02      2.5      0.813
006387185-01 006387185 01   1.70828073 132.13373602    12.6081     192.6   9.1813    2.294   1.654  6072 4.008    0.02813 0.012712    1.57     14.2   4212.107
006387185-02 006387185 02   1.70793730 132.69321227    10.3159     307.8  20.4952    3.489   1.654  6072 4.008    0.02812 0.019328    1.00     12.5   4213.237
006387257-01 006387257 01   2.73484766 133.67819343    12.5677     181.6  32.8182    4.056   2.377  6877 3.849    0.04338 0.015639    1.01     22.5   6015.417
006387311-01 006387311 01   1.58705804 132.74591320     8.9776      30.9   2.7435    2.256   3.364  6190 3.552    0.03029 0.006146    1.95      8.4  16221.980
006387311-02 006387311 02   1.58789763 132.24358194     8.7287      52.6   1.8116    2.862   3.364  6190 3.552    0.03030 0.007796    3.19      9.3  16210.545
006387450-01 006387450 01   3.64629323 132.29399979    89.5291      72.1   6.2994    0.733   0.798  5319 4.501    0.04187 0.008417    3.15      9.5    260.464
006387450-02 006387450 02   3.66123527 133.22815599    76.7017     214.2   9.2027    1.319   0.798  5319 4.501    0.04199 0.015145    2.01     25.9    259.047
006387542-01 006387542 01   0.84489405 131.60380921     7.9472      47.9   8.0879    0.603   0.806  5662 4.532    0.01629 0.006857    1.03     10.4   2255.593
006387591-01 006387591 01   1.13470395 131.90571577     9.9904      22.6  11.3464    1.477   3.069  5057 3.395    0.02020 0.004410    1.03      7.5  13529.674
