#        TCE       KIC PN       Period        Epoch        MES     Depth Duration  Rplanet   Rstar Tstar  logg          a RadRatio a/Rstar      SNR       Srad
#                               (Days)       (BKJD)                (ppm)  (Hours) (Rearth)  (Rsun)   (K) (cgs)       (AU)                             (Searth)
#          1         2  3            4            5          6         7        8        9      10    11    12         13      14       15       16         17
005716508-01 005716508 01 116.97415810 178.45473857    15.6343    2725.3   4.6366  860.945 180.013  3486 0.500    0.00000 0.043828  201.16      7.1      0.000
005716508-02 005716508 02  86.03110136 192.33262126    11.4812    2849.9   2.7896  883.806 180.013  3486 0.500    0.00000 0.044992  245.31      7.9      0.000
005716508-03 005716508 03  75.29831576 146.02270957     9.4578    1247.6   5.4600  718.177 180.013  3486 0.500    0.00000 0.036560   72.00      3.7      0.000
005716508-04 005716508 04 109.85950191 203.32239868    12.1794    2068.5   5.1410  904.988 180.013  3486 0.500    0.00000 0.046071  119.17      5.9      0.000
005716734-01 005716734 01 651.75114277 167.47905478    10.7226      56.1   1.3894    0.504   0.634  4818 4.628    1.25645 0.007288 2687.29      0.6      0.123
005716763-01 005716763 01   0.64077838 131.94595807    32.3006      28.7   2.1660    1.016   1.596  5918 3.978    0.01396 0.005832    1.35     21.7  14366.103
005716763-02 005716763 02   0.64052408 131.53908850    13.8241      19.8   1.1205    0.865   1.596  5918 3.978    0.01396 0.004966    1.91      9.5  14373.709
005717140-01 005717140 01   0.54521144 131.58011801     7.4845      24.2   1.4616    1.029   1.816  7780 4.142    0.01549 0.005195    1.62      7.6  45095.862
005717516-01 005717516 01 301.28957764 285.76419869    10.7609     235.4  14.9616    1.696   0.986  5620 4.393    0.84192 0.015766   92.64     10.7      1.226
005718472-01 005718472 01  98.22051451 131.82134875    10.3029     725.4   4.5334   42.975  15.327  4954 2.417    0.54509 0.025694  134.91      6.5    426.665
005721610-01 005721610 01 411.36197049 371.88506527     9.7796     459.7   4.7798    2.784   1.251  6597 4.270    1.10497 0.020392  574.28      6.2      2.175
005721628-01 005721628 01   1.61428644 132.09510771     7.7747      29.6   4.7416    1.272   2.011  7758 4.053    0.03194 0.005795    1.50      6.8  12868.483
005721628-02 005721628 02   0.80710672 131.74283970     9.7008      35.1   3.2092    1.209   2.011  7758 4.053    0.02012 0.005509    1.98     11.1  32428.501
005721628-03 005721628 03  16.81424871 140.24216915     7.5403     131.8   4.3720    2.625   2.011  7758 4.053    0.15232 0.011964   15.50      5.1    565.716
005721628-04 005721628 04  80.02136351 150.69578058     7.3938     379.7   3.2921    4.080   2.011  7758 4.053    0.43097 0.018592  160.08      6.4     70.669
005722506-01 005722506 01 395.17663961 252.50000505    10.0135     472.3  15.6283    1.855   0.833  5882 4.560    1.02484 0.020402  173.20     10.8      0.709
005722668-01 005722668 01 495.15754505 271.27483267    12.6135     598.4   9.1283    1.774   0.650  4234 4.619    1.05633 0.025017  271.84      6.8      0.109
005722737-01 005722737 01   1.74890131 132.18942929     7.7365      38.9   6.7216    1.673   2.543  7336 3.820    0.03294 0.006029    1.76      8.0  15462.349
005722737-02 005722737 02 188.44436867 319.04107178     7.4527     507.9   3.4175    6.336   2.543  7336 3.820    0.74596 0.022832  264.32      6.5     30.157
005722737-03 005722737 03 175.51338254 228.34700789     7.9592     472.8   1.9407    6.069   2.543  7336 3.820    0.71143 0.021872  454.18      7.0     33.155
005722895-01 005722895 01   1.92820727 131.65402874     9.8250     278.8   3.5000    2.418   1.432  6912 4.234    0.03294 0.015472    4.29     -1.0   3864.260
005723310-01 005723310 01   2.24093126 133.35345161     9.2397      13.4  15.7560    0.669   1.797  8175 4.187    0.04086 0.003411    1.25      9.5   7738.190
005723310-02 005723310 02  49.13073286 173.60120995    11.7712     282.7   3.2553    3.291   1.797  8175 4.187    0.32011 0.016781   77.76     11.1    126.107
005723310-03 005723310 03  53.53439556 131.96840908     9.2962     243.3   1.9279    2.858   1.797  8175 4.187    0.33896 0.014573  209.35      9.5    112.469
005723310-04 005723310 04  35.14098589 165.45064850     7.7912     241.0   2.0618    3.112   1.797  8175 4.187    0.25602 0.015867   77.06      9.0    197.148
005723310-05 005723310 05  45.53397041 153.39608635     8.8163     225.1   1.4953    3.006   1.797  8175 4.187    0.30429 0.015331  138.84      9.5    139.561
005723846-01 005723846 01 281.41471957 368.06553846     8.2073     109.7  20.5448    1.554   1.362  6100 4.172    0.84213 0.010457   69.55      8.2      3.245
005724060-01 005724060 01 587.79074251 313.97242119     8.8309    1067.3  14.9934    2.677   0.774  5078 4.545    1.25701 0.031696  232.17      7.4      0.226
005724158-01 005724158 01 513.87250830 150.63948156    11.6951    1974.9   5.6209    3.254   0.725  5346 4.621    1.16634 0.041132  654.83      6.9      0.283
005724158-02 005724158 02 402.18386390 484.20384195    11.0349    1394.4   4.2046    2.748   0.725  5346 4.621    0.99054 0.034734  668.61      5.1      0.392
005724440-01 005724440 01   1.00860168 131.57806897     8.4613     133.0   1.9508    4.842   3.593  7348 3.633    0.02490 0.012350    2.06      9.2  54397.988
005724440-02 005724440 02   0.50432156 131.80348085    12.5375     163.8   1.0411    5.402   3.593  7348 3.633    0.00000 0.013779    1.97     12.0      0.000
005724440-03 005724440 03   1.00858024 132.12100001    12.2158     109.2   2.8566    3.815   3.593  7348 3.633    0.02490 0.009731    2.68      9.6  54399.530
005724523-01 005724523 01   0.77759774 131.75797670     8.5257      24.7   3.0316    2.027   3.462  7333 3.629    0.02036 0.005367    1.28      8.7  74914.487
005724810-01 005724810 01   0.68247393 131.57774633    11.0099      39.7   1.2580    1.753   2.394  7645 3.966    0.01890 0.006709    2.10      7.1  49095.194
005724810-02 005724810 02   0.68260597 131.78300175     9.0394      49.9   4.2898    1.967   2.394  7645 3.966    0.01890 0.007530    1.09     11.2  49082.532
005724811-01 005724811 01 633.41290930 180.59713911    10.5237    2950.4   3.2087    8.413   1.511  6026 4.096    1.46217 0.051024 1412.61     10.5      1.262
005724811-02 005724811 02 371.40684144 374.52943797    12.1068    2888.3  36.6343   13.761   1.511  6026 4.096    1.02433 0.083456   34.45     14.1      2.571
005724811-03 005724811 03   0.69912293 131.68155037     8.4267      26.3   0.7708    0.785   1.511  6026 4.096    0.01562 0.004763    6.95      3.6  11060.696
005725312-01 005725312 01   1.38103893 131.97558551     9.9835      88.8  16.5725    2.002   2.108  6649 3.900    0.02641 0.008702    1.00      9.7  11157.293
005725443-01 005725443 01   1.22498828 131.94002703     9.2731      52.0   7.1111    1.084   1.288  6623 4.319    0.02421 0.007713    1.11     12.0   4877.696
005725450-01 005725450 01   2.07111384 133.05030618     8.3891      24.5   5.1167    0.729   1.242  6471 4.326    0.03372 0.005381    1.59      8.6   2131.027
005727396-01 005727396 01 529.40068583 502.53655197    13.1652      38.0   3.1970   41.931  71.106  3960 0.970    1.53517 0.005404 1210.38     10.6    472.679
005727396-02 005727396 02  29.86137816 152.26467131    12.2614      18.8   1.7212   33.629  71.106  3960 0.970    0.00000 0.004334   91.12      8.5      0.000
005727396-03 005727396 03  27.04301135 135.14732267     9.0743      21.5   1.9952   39.828  71.106  3960 0.970    0.00000 0.005133   53.01     11.5      0.000
005727773-01 005727773 01   0.79620855 131.71514966    10.0392      50.5   3.2723    1.451   1.960  7159 4.035    0.01933 0.006782    1.75      4.1  24197.587
005727773-02 005727773 02   0.65125508 132.02483492     7.8363     386.7   1.1103    4.536   1.960  7159 4.035    0.01691 0.021208    2.29     11.6  31632.949
005727964-01 005727964 01   1.63140897 132.15413567    47.7326       0.0  12.6257    0.045   2.046  8124 4.065    0.03284 0.000201    1.09      0.0  15152.837
005727964-02 005727964 02   6.04361444 135.68019531    79.9884      16.8  17.6464    0.863   2.046  8124 4.065    0.07861 0.003866    2.45      1.0   2643.517
005727964-03 005727964 03   5.57511948 134.37671753    10.2210     179.3   3.8887    3.022   2.046  8124 4.065    0.07450 0.013536    6.90      3.3   2943.781
005728139-01 005728139 01   2.66632135 133.22485844   176.2910     168.1   8.7554    3.172   1.905  6332 4.016    0.04184 0.015260    1.22     25.2   2986.102
005728139-02 005728139 02   5.33385606 133.62246169   137.1373    4755.1   3.5000   13.172   1.905  6332 4.016    0.06642 0.063364   12.34     -1.0   1184.676
005728283-01 005728283 01   3.09789706 134.24409436   647.3062    3460.9  37.1748    9.639   0.898  6038 4.524    0.04136 0.098361    1.08    113.4    561.343
005728843-01 005728843 01   1.54674574 132.42453105     7.7803     164.7   3.5800    1.442   0.983  6764 4.480    0.02673 0.013446    1.93      8.4   2536.214
005728843-02 005728843 02   0.54532991 131.70918309     8.8985     485.8   0.8278    2.236   0.983  6764 4.480    0.01334 0.020846    4.90     13.7  10182.756
005728843-03 005728843 03   0.54532929 131.82311506     8.5435     444.7   0.7909    2.449   0.983  6764 4.480    0.01334 0.022832    2.73     10.4  10182.771
005728843-04 005728843 04   0.54533193 132.03408608     8.7079     348.3   1.1608    1.873   0.983  6764 4.480    0.01334 0.017460    3.58     12.0  10182.706
005729898-01 005729898 01 606.48720541 358.16630346    16.9174    2176.0   9.4439    3.035   0.686  4319 4.603    1.23821 0.040538  510.41      6.8      0.096
005729898-02 005729898 02 480.02631287 491.11867791    13.5483    2172.9   3.7320    3.049   0.686  4319 4.603    1.05947 0.040733 1011.30      7.3      0.131
005729898-03 005729898 03 448.48036765 138.50187286    11.9688    2232.8   4.5138    3.416   0.686  4319 4.603    1.01253 0.045637  609.52      8.1      0.143
005729898-04 005729898 04 318.45605744 359.16245862     8.6519    1701.4  11.6858    2.826   0.686  4319 4.603    0.80590 0.037755  189.14      7.5      0.226
005729898-05 005729898 05 619.50179968 328.40392718    15.9205    2616.4  12.8203    3.514   0.686  4319 4.603    1.25586 0.046948  337.04      8.1      0.093
005730389-01 005730389 01   2.75960958 131.87837674    14.3958      84.0   4.8775    0.942   0.863  5640 4.520    0.03718 0.010005    2.19     14.4    488.526
005730389-02 005730389 02   2.76072335 132.06190050     9.3012      53.8   5.9913    0.740   0.863  5640 4.520    0.03719 0.007860    1.96      9.5    488.263
005730394-01 005730394 01   2.76134143 131.80463613  2985.0913  165845.7   6.5411   36.038   0.897  5324 4.439    0.03586 0.368170    4.48   2463.5    450.348
005730854-01 005730854 01   1.38291927 132.33102653     7.5735       1.7  13.0152    0.299   1.961  6801 3.969    0.02656 0.001395    1.01      1.7  10449.802
005731312-01 005731312 01   3.97321260 132.78411037  4658.3877  227660.4   2.0000   27.214   0.573  4789 4.678    0.04073 0.435228   21.74     -1.0     93.280
005731312-02 005731312 02 366.86694311 205.85222025  1653.1370  272250.1   2.7725   36.903   0.573  4789 4.678    0.83203 0.590185 1454.29   1982.0      0.224
005731359-01 005731359 01 287.28276331 201.84888548    10.3492    1244.0   2.0677    2.388   0.623  4055 4.641    0.72649 0.035130  772.23      3.7      0.178
005731359-02 005731359 02 207.96719838 216.31021555    11.3355     528.4  11.2533    1.686   0.623  4055 4.641    0.58571 0.024803   77.42      1.9      0.274
005731359-03 005731359 03 288.54967562 180.58023061     8.7946    2625.7   3.1551    6.327   0.623  4055 4.641    0.72862 0.093073  308.86      7.7      0.177
005731359-04 005731359 04   4.30446712 133.86170583     7.3687     233.0   2.5421    1.010   0.623  4055 4.641    0.04415 0.014863    9.71      6.2     48.227
005731451-01 005731451 01   0.93785511 132.16936471     7.2603      21.7   4.0912    0.451   0.962  6184 4.450    0.01845 0.004300    1.83      5.5   3563.756
005731623-01 005731623 01   3.26183767 131.55518849    57.3122     145.0   1.9723    1.254   0.945  6131 4.497    0.04338 0.012160    8.10      8.1    600.746
005731623-02 005731623 02   3.26191572 134.09230457    56.1750     122.1   2.0218    1.199   0.945  6131 4.497    0.04338 0.011628    6.48      7.1    600.727
005731623-03 005731623 03   3.26184619 133.62974382    57.4774    4630.3   1.5000    6.461   0.945  6131 4.497    0.04338 0.062654   17.59     -1.0    600.744
005731697-01 005731697 01 540.00121646 184.01405799    13.9635    3792.2   6.0497    7.462   1.000  5780 4.438    1.29806 0.068380  379.71      7.7      0.593
005731697-02 005731697 02 563.48062945 150.58983283    10.4742    7087.3   5.0638   15.393   1.000  5780 4.438    1.33542 0.141063  467.46     12.8      0.561
005733972-01 005733972 01   0.73672812 132.20308716     8.5080      37.5   2.1236    0.862   1.199  6131 4.262    0.01574 0.006587    1.52      8.9   7342.141
005734702-01 005734702 01 150.14146771 281.62491845     7.9138     328.8   6.7269    9.516   2.704  6626 3.728    0.62235 0.032251   43.66      8.9     32.601
005735248-01 005735248 01   0.63555987 131.70311617     8.3374      18.1   2.7033    0.714   1.487  7245 4.192    0.01561 0.004400    1.31      8.1  22406.805
005735762-01 005735762 01   9.67389407 138.25023655    58.6209     360.8   3.4908    1.956   0.873  5192 4.489    0.08442 0.020533   11.25     42.2     69.626
005735762-02 005735762 02   9.67366654 134.62922285    37.2139      61.7   3.3887    0.796   0.873  5192 4.489    0.08442 0.008351   11.77      7.9     69.629
005735762-03 005735762 03   9.67321312 138.70848022    32.2914      81.2   3.6504    0.947   0.873  5192 4.489    0.08442 0.009944    9.58     10.9     69.633
005735762-04 005735762 04   4.77831511 132.93516105    22.8470     115.0   3.4336    1.332   0.873  5192 4.489    0.05275 0.013983    2.98     19.4    178.324
005735762-05 005735762 05   1.59295859 132.65094542    22.5183      52.4   2.9466    0.757   0.873  5192 4.489    0.02536 0.007950    2.17     14.8    771.442
005735878-01 005735878 01  16.83758113 141.95320716  1751.5144     528.2  51.8676    6.427   2.755  6300 3.646    0.13760 0.021379    2.49     24.6    565.759
005735878-02 005735878 02 520.45025930 523.00089713  1311.8042   48205.3   7.8039   61.290   2.755  6300 3.646    1.35529 0.203870  599.00   1098.9      5.832
005735878-03 005735878 03 173.48336318 192.86657719  1129.8993   48187.2   7.8148   61.325   2.755  6300 3.646    0.65155 0.203985  198.92   1251.2     25.234
005735878-04 005735878 04 208.30694260 224.20809430   875.6999   48490.4   7.7951   61.328   2.755  6300 3.646    0.73606 0.203997  241.90   1151.3     19.773
005735878-05 005735878 05 215.14495323 244.18504925   842.8051   28898.0   6.0000   47.129   2.755  6300 3.646    0.75208 0.156767  315.69     -1.0     18.939
005736381-01 005736381 01   0.74897867 131.64181205     9.6681      28.7   3.5863    0.665   1.002  6022 4.386    0.01553 0.006085    1.11     10.8   4903.166
005736461-01 005736461 01   7.34524976 136.16969241  1596.7728    5653.5  20.1548    7.459   0.810  5616 4.574    0.07134 0.084392    1.89     95.7    114.882
005736461-02 005736461 02   7.34496309 132.01502163  1345.5920   75005.4   4.5000   22.018   0.810  5616 4.574    0.07134 0.249106   15.54     -1.0    114.888
005737687-01 005737687 01   0.52587745 131.73296442     9.9919      79.6   1.1296    2.279   2.193  7259 3.969    0.01502 0.009523    1.88      7.9  53037.277
005737687-02 005737687 02   0.52860902 131.89245803     8.5627      93.2   2.9814    2.274   2.193  7259 3.969    0.01507 0.009504    1.28     10.4  52672.168
005737902-01 005737902 01   1.15799948 132.45763888    11.0163     483.4   3.7706    4.624   1.778  6888 4.041    0.02336 0.023835    1.43     10.0  11684.503
005737902-02 005737902 02   0.60130170 131.84498007     7.6022     610.7   1.4817    5.122   1.778  6888 4.041    0.01509 0.026400    1.81      9.5  27996.140
005737902-03 005737902 03   0.60147597 131.73911882     9.2030      92.2   1.5000    1.730   1.778  6888 4.041    0.01509 0.008918    3.13     -1.0  27985.326
005738138-01 005738138 01 388.48230971 439.61591646     7.4809     473.7   4.5963    1.522   0.620  3993 4.646    0.88894 0.022492  405.76      5.2      0.111
005738346-01 005738346 01 578.39850287 394.78357996     9.9080    3073.2   4.2397    4.838   0.534  3900 4.727    1.11654 0.083020  483.31     10.8      0.047
005738431-01 005738431 01   1.75069143 133.18471025     7.9617      51.5   4.2140    0.669   0.943  5318 4.442    0.02743 0.006503    3.08      4.5    847.129
